id,source_url,final_url,download_timestamp,download_status,error_message,content_type_detected,raw_file_path,processed_file_path,file_size_bytes,document_page_count,detected_language,extracted_keywords,extracted_entities,summary,metadata_author,metadata_creation_date
f33317e3-ce4d-4dbb-857d-db27488ab967,https://rt-solar.ru/products/solar_inrights/documents/,https://rt-solar.ru/products/solar_inrights/documents/,2025-05-28 20:38:53,success,,page,raw_downloads/pages/f33317e3-ce4d-4dbb-857d-db27488ab967.html,processed_data/pages/f33317e3-ce4d-4dbb-857d-db27488ab967.txt,0,,ru,,,,,
560dc0b5-a87c-46cf-9734-f7ee458014af,https://rt-solar.ru/products/solar_inrights/documents/,https://rt-solar.ru/products/solar_inrights/documents/,2025-05-28 20:38:53,success,,page,raw_downloads/pages/560dc0b5-a87c-46cf-9734-f7ee458014af.html,processed_data/pages/560dc0b5-a87c-46cf-9734-f7ee458014af.txt,0,,ru,,,,,
ef27e811-3bbb-4be4-b3b4-a7a88fb53af8,https://rt-solar.ru/upload/docs/dozor/Solar-Dozor-White-Paper.pdf,https://rt-solar.ru/upload/docs/dozor/Solar-Dozor-White-Paper.pdf,2025-05-28 20:38:58,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/ef27e811-3bbb-4be4-b3b4-a7a88fb53af8.html,processed_data/pages/ef27e811-3bbb-4be4-b3b4-a7a88fb53af8.txt,6118047,,ru,,,,,
b6c7d3d3-8e86-4850-bbe6-c5dc45c0a61f,"https://www.zerohedge.com/economics/nixon-shock-might-help-us-make-sense-trump-one""",https://www.zerohedge.com/economics/nixon-shock-might-help-us-make-sense-trump-one%22,2025-05-28 20:39:00,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/b6c7d3d3-8e86-4850-bbe6-c5dc45c0a61f.html,processed_data/pages/b6c7d3d3-8e86-4850-bbe6-c5dc45c0a61f.txt,0,,en,,,,,
0a3daea2-6dcf-425b-941d-137018ac5a90,"https://www.zerohedge.com/geopolitical/david-stockman-why-houthis-arent-americas-problem""",https://www.zerohedge.com/geopolitical/david-stockman-why-houthis-arent-americas-problem%22,2025-05-28 20:39:01,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/0a3daea2-6dcf-425b-941d-137018ac5a90.html,processed_data/pages/0a3daea2-6dcf-425b-941d-137018ac5a90.txt,0,,en,,,,,
b5ba1382-8660-4c84-9da9-8bbe58a965c1,"https://www.zerohedge.com/geopolitical/blinken-says-us-rare-earths-deal-actually-originated-zelensky""",https://www.zerohedge.com/geopolitical/blinken-says-us-rare-earths-deal-actually-originated-zelensky%22,2025-05-28 20:39:02,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/b5ba1382-8660-4c84-9da9-8bbe58a965c1.html,processed_data/pages/b5ba1382-8660-4c84-9da9-8bbe58a965c1.txt,0,,en,,,,,
66fbb1e9-a6eb-4d7e-89f1-278b22c50223,"https://www.zerohedge.com/personal-finance/welfare-cliff-continues-uks-ps100000-childcare-tax-trap-punishes-success-once""",https://www.zerohedge.com/personal-finance/welfare-cliff-continues-uks-ps100000-childcare-tax-trap-punishes-success-once%22,2025-05-28 20:39:03,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/66fbb1e9-a6eb-4d7e-89f1-278b22c50223.html,processed_data/pages/66fbb1e9-a6eb-4d7e-89f1-278b22c50223.txt,0,,en,,,,,
343f708d-40bc-4b6d-986f-5ee714cb45ea,"https://www.zerohedge.com/personal-finance/what-1-million-can-buy-prime-real-estate-around-world""",https://www.zerohedge.com/personal-finance/what-1-million-can-buy-prime-real-estate-around-world%22,2025-05-28 20:39:05,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/343f708d-40bc-4b6d-986f-5ee714cb45ea.html,processed_data/pages/343f708d-40bc-4b6d-986f-5ee714cb45ea.txt,0,,en,,,,,
1677c0fb-5c62-4a7a-a08b-56b2b09d9f7f,"https://www.zerohedge.com/political/uk-mps-call-digital-identity-tackle-illegal-immigration""",https://www.zerohedge.com/political/uk-mps-call-digital-identity-tackle-illegal-immigration%22,2025-05-28 20:39:06,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/1677c0fb-5c62-4a7a-a08b-56b2b09d9f7f.html,processed_data/pages/1677c0fb-5c62-4a7a-a08b-56b2b09d9f7f.txt,0,,en,,,,,
80b7cf75-609b-4d88-aaa8-f460c0dcb3d6,"https://www.zerohedge.com/markets/what-europe-overlooks-about-trump-administrations-defense-policy""",https://www.zerohedge.com/markets/what-europe-overlooks-about-trump-administrations-defense-policy%22,2025-05-28 20:39:07,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/80b7cf75-609b-4d88-aaa8-f460c0dcb3d6.html,processed_data/pages/80b7cf75-609b-4d88-aaa8-f460c0dcb3d6.txt,0,,en,,,,,
f4ffa2eb-8faa-4680-99e9-b14fac0d8dcf,"https://www.zerohedge.com/political/guy-says-science-our-side""",https://www.zerohedge.com/political/guy-says-science-our-side%22,2025-05-28 20:39:08,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/f4ffa2eb-8faa-4680-99e9-b14fac0d8dcf.html,processed_data/pages/f4ffa2eb-8faa-4680-99e9-b14fac0d8dcf.txt,0,,en,,,,,
84dffdb4-da6a-41de-9799-08d975ad90eb,"https://www.zerohedge.com/political/man-arrested-setting-pa-governors-mansion-ablaze-forcing-shapiro-and-family-flee""",https://www.zerohedge.com/political/man-arrested-setting-pa-governors-mansion-ablaze-forcing-shapiro-and-family-flee%22,2025-05-28 20:39:09,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/84dffdb4-da6a-41de-9799-08d975ad90eb.html,processed_data/pages/84dffdb4-da6a-41de-9799-08d975ad90eb.txt,0,,en,,,,,
58788d24-b382-43d5-9547-6f2e73a655bb,"https://www.zerohedge.com/political/trump-says-out-control-cbs-60-minutes-should-lose-license""",https://www.zerohedge.com/political/trump-says-out-control-cbs-60-minutes-should-lose-license%22,2025-05-28 20:39:10,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/58788d24-b382-43d5-9547-6f2e73a655bb.html,processed_data/pages/58788d24-b382-43d5-9547-6f2e73a655bb.txt,0,,en,,,,,
2f9ac636-bfd8-45a1-afde-190764937621,"https://www.zerohedge.com/technology/apple-tells-india-vietnam-factories-ramp-iphone-output-during-trumps-90-day-trade-pause""",https://www.zerohedge.com/technology/apple-tells-india-vietnam-factories-ramp-iphone-output-during-trumps-90-day-trade-pause%22,2025-05-28 20:39:11,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/2f9ac636-bfd8-45a1-afde-190764937621.html,processed_data/pages/2f9ac636-bfd8-45a1-afde-190764937621.txt,0,,en,,,,,
b3817e0f-1af4-44ff-b3aa-14b8511e7eb6,"https://www.zerohedge.com/technology/apple-overtakes-rivals-lead-global-smartphone-market-q1-milestone""",https://www.zerohedge.com/technology/apple-overtakes-rivals-lead-global-smartphone-market-q1-milestone%22,2025-05-28 20:39:13,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/b3817e0f-1af4-44ff-b3aa-14b8511e7eb6.html,processed_data/pages/b3817e0f-1af4-44ff-b3aa-14b8511e7eb6.txt,0,,en,,,,,
bba7c953-983e-4f15-b90a-7fd3c7c187c3,"https://www.zerohedge.com/political/us-strips-benefits-thousands-criminal-aliens-those-terror-watchlist""",https://www.zerohedge.com/political/us-strips-benefits-thousands-criminal-aliens-those-terror-watchlist%22,2025-05-28 20:39:14,failed_processing,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte,page,raw_downloads/pages/bba7c953-983e-4f15-b90a-7fd3c7c187c3.html,processed_data/pages/bba7c953-983e-4f15-b90a-7fd3c7c187c3.txt,0,,en,,,,,
